seqnames	start	end	width	strand	direction	context	sumReadsM1	sumReadsN1	proportion1	sumReadsM2	sumReadsN2	proportion2	cytosinesCount	pValue	regionType	chr	comparison
SL4.0ch01	6726091	6726398	308	*	-1	CG	29	36	0.8055555555555556	6	42	0.14285714285714285	4	1.6139597001594432e-8	loss	ch01	NTS
SL4.0ch01	6828544	6828835	292	*	-1	CG	34	39	0.8717948717948718	1	49	0.02040816326530612	4	1.0373176003827943e-14	loss	ch01	NTS
SL4.0ch01	6953556	6953773	218	*	-1	CG	102	110	0.9272727272727272	31	118	0.2627118644067797	12	1.9685435281207424e-22	loss	ch01	NTS
SL4.0ch01	7019586	7019662	77	*	-1	CG	31	45	0.6888888888888889	1	20	0.05	4	3.275321004273683e-6	loss	ch01	NTS
SL4.0ch01	7164394	7164479	86	*	-1	CG	25	33	0.7575757575757576	2	41	0.04878048780487805	4	1.617124807979065e-9	loss	ch01	NTS
SL4.0ch01	7208600	7208725	126	*	-1	CG	30	33	0.9090909090909092	3	42	0.07142857142857142	4	4.6030426446636915e-12	loss	ch01	NTS
SL4.0ch01	7244806	7244900	95	*	-1	CG	34	36	0.9444444444444444	3	28	0.10714285714285714	4	1.315370125892126e-10	loss	ch01	NTS
SL4.0ch01	7283835	7283987	153	*	-1	CG	60	68	0.8823529411764706	31	89	0.34831460674157305	6	1.4069733943177942e-10	loss	ch01	NTS
SL4.0ch01	7329361	7329449	89	*	-1	CG	47	60	0.7833333333333333	2	54	0.03703703703703703	4	1.7544778255915362e-14	loss	ch01	NTS
SL4.0ch01	7337326	7337554	229	*	-1	CG	49	54	0.9074074074074074	20	61	0.32786885245901637	6	1.3306481949604267e-9	loss	ch01	NTS
SL4.0ch01	7765618	7765668	51	*	-1	CG	40	40	1	13	36	0.3611111111111111	4	6.033044143368715e-9	loss	ch01	NTS
SL4.0ch01	7788687	7788750	64	*	-1	CG	19	31	0.6129032258064516	0	54	0	4	4.2761864022021245e-10	loss	ch01	NTS
SL4.0ch01	7818568	7818791	224	*	-1	CG	56	67	0.835820895522388	3	140	0.02142857142857143	6	1.434870100380824e-31	loss	ch01	NTS
SL4.0ch01	7860705	7860757	53	*	-1	CG	28	29	0.9655172413793104	6	21	0.2857142857142857	4	7.382099740126759e-7	loss	ch01	NTS
SL4.0ch01	8025895	8025981	87	*	-1	CG	35	35	1	2	44	0.04545454545454545	4	7.439090589883838e-16	loss	ch01	NTS
SL4.0ch01	8057062	8057145	84	*	1	CG	17	48	0.3541666666666667	75	82	0.9146341463414634	4	9.511595397604062e-11	gain	ch01	NTS
SL4.0ch01	8121327	8121432	106	*	1	CG	3	51	0.0588235294117647	43	45	0.9555555555555556	4	5.226310613575386e-17	gain	ch01	NTS
SL4.0ch01	8173413	8173556	144	*	-1	CG	38	40	0.95	10	42	0.23809523809523808	4	3.9685641745426237e-10	loss	ch01	NTS
SL4.0ch01	8175656	8175753	98	*	-1	CG	26	30	0.8666666666666667	16	62	0.25806451612903225	4	1.058651544902622e-7	loss	ch01	NTS
SL4.0ch01	8204648	8204738	91	*	-1	CG	31	37	0.8378378378378378	7	38	0.18421052631578944	4	4.6239669784847494e-8	loss	ch01	NTS
SL4.0ch01	8427360	8427486	127	*	1	CG	5	80	0.0625	90	122	0.7377049180327869	8	2.3532816886876887e-19	gain	ch01	NTS
SL4.0ch01	8471725	8471839	115	*	-1	CG	36	47	0.7659574468085106	5	34	0.14705882352941177	4	1.036906148400389e-7	loss	ch01	NTS
SL4.0ch01	8489079	8489187	109	*	-1	CG	29	34	0.8529411764705882	0	53	0	4	3.883987850681475e-15	loss	ch01	NTS
SL4.0ch01	8500914	8501184	271	*	-1	CG	45	48	0.9375	26	61	0.4262295081967213	6	7.616855296767659e-8	loss	ch01	NTS
SL4.0ch01	8541562	8541627	66	*	-1	CG	59	63	0.9365079365079364	3	54	0.05555555555555555	8	8.386921142036729e-20	loss	ch01	NTS
SL4.0ch01	8550281	8550344	64	*	-1	CG	45	64	0.703125	1	44	0.02272727272727272	4	2.0542566115149305e-11	loss	ch01	NTS
SL4.0ch01	8742635	8742919	285	*	-1	CG	129	192	0.671875	21	188	0.11170212765957446	16	7.96179486512778e-27	loss	ch01	NTS
SL4.0ch01	8843816	8843897	82	*	-1	CG	35	44	0.7954545454545454	0	36	0	4	1.0096211428285048e-11	loss	ch01	NTS
SL4.0ch01	8872591	8872663	73	*	-1	CG	38	40	0.95	2	39	0.05128205128205128	4	2.519358509620601e-14	loss	ch01	NTS
SL4.0ch01	8913283	8913559	277	*	-1	CG	36	39	0.9230769230769232	2	37	0.05405405405405406	4	5.103338215007642e-13	loss	ch01	NTS
SL4.0ch01	8984828	8984922	95	*	-1	CG	27	44	0.6136363636363636	3	52	0.05769230769230769	5	1.7082824115642786e-8	loss	ch01	NTS
SL4.0ch01	9356167	9356298	132	*	-1	CG	45	46	0.9782608695652174	9	46	0.1956521739130435	4	3.593977710612181e-13	loss	ch01	NTS
SL4.0ch01	9374265	9374353	89	*	-1	CG	30	30	1	2	37	0.05405405405405406	4	1.9472732720146518e-13	loss	ch01	NTS
SL4.0ch01	9504876	9504979	104	*	-1	CG	95	101	0.9405940594059404	38	123	0.3089430894308943	6	4.934407157465982e-20	loss	ch01	NTS
SL4.0ch01	9512768	9512975	208	*	1	CG	6	33	0.18181818181818185	56	68	0.8235294117647058	4	2.5586183018621e-9	gain	ch01	NTS
SL4.0ch01	9545171	9545257	87	*	-1	CG	47	48	0.9791666666666666	14	42	0.3333333333333333	4	3.9685641745426237e-10	loss	ch01	NTS
SL4.0ch01	9562373	9562728	356	*	-1	CG	29	31	0.935483870967742	16	73	0.2191780821917808	6	1.19273905437694e-10	loss	ch01	NTS
SL4.0ch01	9867939	9868040	102	*	-1	CG	57	64	0.890625	14	55	0.2545454545454545	6	1.7363838650173155e-11	loss	ch01	NTS
SL4.0ch01	9896299	9896525	227	*	1	CG	12	52	0.2307692307692308	62	67	0.9253731343283582	6	1.4309567434579156e-13	gain	ch01	NTS
SL4.0ch01	10064905	10065109	205	*	-1	CG	40	43	0.9302325581395348	9	39	0.2307692307692308	6	6.738774953411883e-10	loss	ch01	NTS
SL4.0ch01	10255380	10255642	263	*	-1	CG	34	39	0.8717948717948718	11	38	0.2894736842105263	4	4.680574252342075e-7	loss	ch01	NTS
SL4.0ch01	10259917	10260081	165	*	-1	CG	29	32	0.90625	13	61	0.21311475409836064	4	9.991296813659683e-10	loss	ch01	NTS
SL4.0ch01	10353449	10353659	211	*	1	CG	2	16	0.125	37	44	0.8409090909090909	4	5.693666943295087e-7	gain	ch01	NTS
SL4.0ch01	10539715	10539809	95	*	-1	CG	39	39	1	7	55	0.12727272727272726	4	1.715942292613336e-15	loss	ch01	NTS
SL4.0ch01	10555147	10555357	211	*	-1	CG	50	73	0.684931506849315	5	88	0.05681818181818181	6	1.3962801848829333e-15	loss	ch01	NTS
SL4.0ch01	10604157	10604314	158	*	-1	CG	46	55	0.8363636363636363	10	44	0.2272727272727273	4	5.350823437531355e-9	loss	ch01	NTS
SL4.0ch01	10610220	10610553	334	*	1	CG	17	53	0.32075471698113206	74	78	0.9487179487179488	6	2.760841598266534e-13	gain	ch01	NTS
SL4.0ch01	10630475	10630680	206	*	-1	CG	47	49	0.9591836734693876	8	30	0.26666666666666666	4	5.223906631795238e-10	loss	ch01	NTS
SL4.0ch01	10797830	10798033	204	*	-1	CG	46	52	0.8846153846153846	23	73	0.3150684931506849	6	1.4758724305528299e-9	loss	ch01	NTS
SL4.0ch01	10880604	10880728	125	*	-1	CG	42	45	0.9333333333333332	14	45	0.3111111111111111	6	5.0405311516042975e-9	loss	ch01	NTS
SL4.0ch01	10881468	10881627	160	*	-1	CG	35	45	0.7777777777777778	1	44	0.02272727272727272	4	4.544051855490357e-12	loss	ch01	NTS
SL4.0ch01	10886194	10886326	133	*	-1	CG	62	83	0.7469879518072289	5	59	0.0847457627118644	6	1.0746121858239513e-13	loss	ch01	NTS
SL4.0ch01	10983402	10983500	99	*	-1	CG	40	44	0.9090909090909092	8	64	0.125	4	1.4994859376575432e-14	loss	ch01	NTS
SL4.0ch01	10986119	10986416	298	*	-1	CG	71	79	0.8987341772151899	25	63	0.3968253968253968	6	1.2025725613037716e-9	loss	ch01	NTS
SL4.0ch01	11066072	11066343	272	*	-1	CG	31	38	0.8157894736842105	0	46	0	4	1.893917462572908e-13	loss	ch01	NTS
SL4.0ch01	11245363	11245549	187	*	-1	CG	34	40	0.85	14	40	0.35	6	7.480521795274048e-6	loss	ch01	NTS
SL4.0ch01	11248606	11248665	60	*	-1	CG	28	28	1	14	45	0.3111111111111111	4	2.391558469297441e-8	loss	ch01	NTS
SL4.0ch01	11376474	11376673	200	*	-1	CG	57	61	0.9344262295081968	0	54	0	6	9.860760555510776e-22	loss	ch01	NTS
SL4.0ch01	11393801	11393889	89	*	-1	CG	31	42	0.7380952380952381	3	41	0.07317073170731707	4	3.405347430302981e-9	loss	ch01	NTS
SL4.0ch01	11671418	11671898	481	*	-1	CG	211	283	0.7455830388692579	75	325	0.2307692307692308	34	2.2672973265802483e-34	loss	ch01	NTS
SL4.0ch01	11850093	11850353	261	*	-1	CG	48	68	0.7058823529411765	1	82	0.01219512195121951	8	6.8701452800247325e-18	loss	ch01	NTS
SL4.0ch01	11857464	11857605	142	*	-1	CG	53	56	0.9464285714285714	4	74	0.05405405405405406	6	2.322115146924118e-22	loss	ch01	NTS
SL4.0ch01	11950920	11951027	108	*	-1	CG	24	28	0.8571428571428571	5	28	0.17857142857142858	4	7.54568538588041e-7	loss	ch01	NTS
SL4.0ch01	11961779	11962007	229	*	-1	CG	43	48	0.8958333333333334	19	61	0.3114754098360656	6	4.3428711429549605e-9	loss	ch01	NTS
SL4.0ch01	12041550	12041694	145	*	-1	CG	33	34	0.9705882352941176	16	52	0.3076923076923077	4	5.495431520209794e-9	loss	ch01	NTS
SL4.0ch01	12202398	12202487	90	*	-1	CG	40	41	0.975609756097561	1	37	0.02702702702702703	4	1.277573783078012e-15	loss	ch01	NTS
SL4.0ch01	12248346	12248472	127	*	1	CG	2	31	0.06451612903225806	40	51	0.7843137254901961	4	1.37697734634461e-9	gain	ch01	NTS
SL4.0ch01	12342755	12342814	60	*	-1	CG	43	47	0.9148936170212766	0	32	0	4	2.0670640093160926e-14	loss	ch01	NTS
SL4.0ch01	12353616	12353761	146	*	-1	CG	26	28	0.9285714285714286	6	64	0.09375	4	1.5905843311097938e-13	loss	ch01	NTS
SL4.0ch01	12378639	12378728	90	*	-1	CG	56	59	0.9491525423728814	28	86	0.32558139534883723	6	1.0420986645186866e-12	loss	ch01	NTS
SL4.0ch01	12381130	12381358	229	*	-1	CG	36	40	0.9	15	42	0.35714285714285715	6	8.035274869010893e-7	loss	ch01	NTS
SL4.0ch01	12395775	12395960	186	*	-1	CG	106	119	0.8907563025210085	24	89	0.2696629213483146	8	2.1073361517846275e-18	loss	ch01	NTS
SL4.0ch01	12399279	12399375	97	*	-1	CG	46	51	0.9019607843137256	5	51	0.09803921568627452	4	9.397910348480064e-15	loss	ch01	NTS
SL4.0ch01	12460337	12460407	71	*	-1	CG	37	41	0.902439024390244	0	64	0	4	1.6356214837865306e-19	loss	ch01	NTS
SL4.0ch01	12562310	12562446	137	*	-1	CG	33	41	0.8048780487804879	5	54	0.0925925925925926	4	2.1563050451532103e-11	loss	ch01	NTS
SL4.0ch01	12764356	12764520	165	*	-1	CG	44	58	0.7586206896551724	3	94	0.03191489361702127	6	2.0772824567149856e-19	loss	ch01	NTS
SL4.0ch01	12784006	12784173	168	*	-1	CG	37	42	0.8809523809523809	2	59	0.03389830508474576	4	1.8988202933044336e-16	loss	ch01	NTS
SL4.0ch01	12827154	12827241	88	*	-1	CG	11	19	0.5789473684210527	1	30	0.03333333333333333	4	2.0113749766393504e-5	loss	ch01	NTS
SL4.0ch01	12836125	12836175	51	*	-1	CG	27	28	0.9642857142857144	23	61	0.3770491803278688	4	4.6588458284595074e-7	loss	ch01	NTS
SL4.0ch01	12898341	12898434	94	*	-1	CG	28	36	0.7777777777777778	1	43	0.02325581395348837	4	3.797763330492782e-11	loss	ch01	NTS
SL4.0ch01	12901923	12902543	621	*	-1	CG	190	200	0.95	93	214	0.4345794392523365	26	2.773762060759791e-27	loss	ch01	NTS
SL4.0ch01	12927712	12927805	94	*	-1	CG	26	28	0.9285714285714286	1	44	0.02272727272727272	4	1.5435777872516645e-13	loss	ch01	NTS
SL4.0ch01	12932590	12932830	241	*	-1	CG	87	98	0.8877551020408163	43	114	0.3771929824561403	12	3.9208020131598053e-13	loss	ch01	NTS
SL4.0ch01	12968951	12969219	269	*	-1	CG	66	72	0.9166666666666666	40	98	0.40816326530612246	8	1.0698481028284158e-10	loss	ch01	NTS
SL4.0ch01	13015238	13015392	155	*	-1	CG	15	24	0.625	0	37	0	4	8.542800840458762e-8	loss	ch01	NTS
SL4.0ch01	13076517	13076715	199	*	-1	CG	25	33	0.7575757575757576	3	29	0.10344827586206896	4	5.120578154473451e-7	loss	ch01	NTS
SL4.0ch01	13090105	13090201	97	*	-1	CG	36	38	0.9473684210526316	1	59	0.01694915254237288	4	1.3144371449289354e-18	loss	ch01	NTS
SL4.0ch01	13094418	13094854	437	*	-1	CG	67	76	0.881578947368421	17	58	0.29310344827586204	7	2.7739141916356348e-11	loss	ch01	NTS
SL4.0ch01	13205556	13205705	150	*	-1	CG	36	47	0.7659574468085106	5	52	0.09615384615384616	4	1.1056407483303879e-10	loss	ch01	NTS
SL4.0ch01	13214866	13214947	82	*	-1	CG	28	29	0.9655172413793104	3	28	0.10714285714285714	4	4.946786285716712e-10	loss	ch01	NTS
SL4.0ch01	13262363	13262746	384	*	-1	CG	90	100	0.9	10	82	0.12195121951219512	10	8.076651804990454e-24	loss	ch01	NTS
SL4.0ch01	13355916	13355989	74	*	-1	CG	43	45	0.9555555555555556	29	65	0.4461538461538462	4	9.113830192583753e-8	loss	ch01	NTS
SL4.0ch01	13374673	13374859	187	*	-1	CG	50	55	0.9090909090909092	19	55	0.34545454545454546	6	4.403681351319591e-9	loss	ch01	NTS
SL4.0ch01	13396074	13396139	66	*	-1	CG	24	24	1	0	22	0	4	9.401367691681236e-11	loss	ch01	NTS
SL4.0ch01	13449984	13450276	293	*	-1	CG	68	75	0.9066666666666666	19	56	0.3392857142857143	6	8.404588604944193e-11	loss	ch01	NTS
SL4.0ch01	13450746	13450808	63	*	-1	CG	31	36	0.8611111111111112	0	30	0	4	2.7594946300099162e-11	loss	ch01	NTS
SL4.0ch01	13686775	13686928	154	*	-1	CG	34	41	0.8292682926829268	1	44	0.02272727272727272	4	6.021098313390496e-13	loss	ch01	NTS
SL4.0ch01	13917234	13917490	257	*	-1	CG	45	54	0.8333333333333334	16	87	0.1839080459770115	6	5.364324836710272e-13	loss	ch01	NTS
SL4.0ch01	14051861	14051937	77	*	1	CG	11	62	0.1774193548387097	66	69	0.9565217391304348	5	5.4404326371401984e-18	gain	ch01	NTS
SL4.0ch01	14075323	14075413	91	*	-1	CG	43	46	0.9347826086956522	8	53	0.1509433962264151	6	1.1331545127552833e-13	loss	ch01	NTS
SL4.0ch01	14124989	14125159	171	*	1	CG	0	23	0	38	43	0.8837209302325582	4	3.9598362677607574e-11	gain	ch01	NTS
SL4.0ch01	14152572	14152654	83	*	-1	CG	31	34	0.9117647058823528	4	49	0.08163265306122448	4	6.869460135397608e-13	loss	ch01	NTS
SL4.0ch01	14241733	14241823	91	*	-1	CG	35	36	0.9722222222222222	6	15	0.4	4	4.366195028522475e-6	loss	ch01	NTS
SL4.0ch01	14318322	14318405	84	*	-1	CG	35	35	1	15	43	0.3488372093023256	4	9.772029835936816e-9	loss	ch01	NTS
SL4.0ch01	14331138	14331248	111	*	-1	CG	18	25	0.72	4	49	0.08163265306122448	4	4.1422316368131563e-8	loss	ch01	NTS
SL4.0ch01	14573894	14574111	218	*	1	CG	0	33	0	55	60	0.9166666666666666	4	2.125048336574872e-16	gain	ch01	NTS
SL4.0ch01	14582232	14582325	94	*	-1	CG	30	30	1	1	43	0.02325581395348837	4	2.227189092811729e-15	loss	ch01	NTS
SL4.0ch01	14633090	14633150	61	*	-1	CG	33	36	0.9166666666666666	9	43	0.20930232558139536	4	1.8217681411270501e-9	loss	ch01	NTS
SL4.0ch01	14696603	14696662	60	*	1	CG	1	26	0.03846153846153846	42	42	1	4	2.45196568283099e-14	gain	ch01	NTS
SL4.0ch01	14727090	14727275	186	*	-1	CG	44	52	0.8461538461538461	13	67	0.19402985074626863	6	1.6097376550046413e-11	loss	ch01	NTS
SL4.0ch01	14754141	14754249	109	*	-1	CG	35	38	0.9210526315789472	0	51	0	4	4.366595443133078e-17	loss	ch01	NTS
SL4.0ch01	14755543	14755605	63	*	-1	CG	34	38	0.8947368421052632	0	38	0	4	7.310229500391668e-14	loss	ch01	NTS
SL4.0ch01	14777462	14777554	93	*	-1	CG	44	46	0.9565217391304348	12	54	0.2222222222222222	4	2.066140533357056e-12	loss	ch01	NTS
SL4.0ch01	14873609	14873789	181	*	-1	CG	31	36	0.8611111111111112	0	31	0	4	1.7767455953874456e-11	loss	ch01	NTS
SL4.0ch01	14893466	14893558	93	*	-1	CG	53	63	0.8412698412698413	1	46	0.0217391304347826	6	7.105305633572999e-16	loss	ch01	NTS
SL4.0ch01	14959444	14959547	104	*	-1	CG	34	35	0.9714285714285714	17	96	0.17708333333333334	8	3.430465355331087e-15	loss	ch01	NTS
SL4.0ch01	14991245	14991317	73	*	-1	CG	85	98	0.8673469387755102	8	62	0.12903225806451613	8	1.1685736913377116e-18	loss	ch01	NTS
SL4.0ch01	14991629	14991724	96	*	-1	CG	44	47	0.9361702127659576	6	39	0.15384615384615383	4	2.923551441912648e-12	loss	ch01	NTS
SL4.0ch01	15034585	15034717	133	*	-1	CG	41	48	0.8541666666666666	11	58	0.1896551724137931	4	7.880449568488778e-11	loss	ch01	NTS
SL4.0ch01	15052229	15052296	68	*	-1	CG	39	39	1	16	63	0.25396825396825395	4	2.4702849790718276e-12	loss	ch01	NTS
SL4.0ch01	15177617	15177695	79	*	-1	CG	34	40	0.85	15	56	0.26785714285714285	4	5.5183152746530934e-8	loss	ch01	NTS
SL4.0ch01	15233749	15233860	112	*	-1	CG	64	72	0.8888888888888888	20	60	0.3333333333333333	6	2.6920330406802625e-10	loss	ch01	NTS
SL4.0ch01	15285689	15285885	197	*	-1	CG	48	51	0.9411764705882352	12	51	0.2352941176470588	8	4.976201020546334e-12	loss	ch01	NTS
SL4.0ch01	15295190	15295273	84	*	-1	CG	46	47	0.9787234042553192	3	45	0.06666666666666667	4	5.774248546022346e-17	loss	ch01	NTS
SL4.0ch01	15411327	15411460	134	*	-1	CG	44	49	0.8979591836734694	2	45	0.04444444444444444	4	2.959676528076671e-15	loss	ch01	NTS
SL4.0ch01	15481961	15482016	56	*	-1	CG	41	58	0.7068965517241379	7	104	0.0673076923076923	6	3.3289382255916903e-16	loss	ch01	NTS
SL4.0ch01	15510401	15510453	53	*	1	CG	5	62	0.08064516129032258	59	72	0.8194444444444444	6	3.6030232945035207e-16	gain	ch01	NTS
SL4.0ch01	15568319	15568435	117	*	-1	CG	24	32	0.75	0	41	0	4	1.0260449742661542e-10	loss	ch01	NTS
SL4.0ch01	15712600	15712959	360	*	-1	CG	52	59	0.8813559322033898	18	58	0.3103448275862069	6	1.58618753890963e-9	loss	ch01	NTS
SL4.0ch01	15727108	15727166	59	*	-1	CG	36	41	0.8780487804878049	7	31	0.2258064516129032	4	6.69102400520157e-8	loss	ch01	NTS
SL4.0ch01	15733982	15734231	250	*	-1	CG	61	66	0.9242424242424242	28	97	0.28865979381443296	6	2.3006861625308013e-14	loss	ch01	NTS
SL4.0ch01	15736448	15736568	121	*	-1	CG	51	58	0.8793103448275862	18	71	0.2535211267605634	6	1.3786694460676094e-11	loss	ch01	NTS
SL4.0ch01	15746532	15746809	278	*	-1	CG	35	47	0.7446808510638298	0	40	0	4	1.6512584763428302e-11	loss	ch01	NTS
SL4.0ch01	15772981	15773282	302	*	-1	CG	53	67	0.7910447761194029	13	53	0.24528301886792453	6	9.522474771448718e-9	loss	ch01	NTS
SL4.0ch01	15800656	15800747	92	*	-1	CG	26	29	0.896551724137931	1	44	0.02272727272727272	4	5.321015716464865e-13	loss	ch01	NTS
SL4.0ch01	15848857	15848996	140	*	-1	CG	28	30	0.9333333333333332	3	53	0.05660377358490566	4	3.793740129873566e-14	loss	ch01	NTS
SL4.0ch01	15851333	15851458	126	*	1	CG	0	40	0	19	22	0.8636363636363636	4	1.6710476179123377e-11	gain	ch01	NTS
SL4.0ch01	15919439	15919521	83	*	-1	CG	23	29	0.7931034482758621	0	21	0	4	7.887374313902675e-8	loss	ch01	NTS
SL4.0ch01	15924927	15925025	99	*	-1	CG	28	29	0.9655172413793104	2	35	0.05714285714285714	4	4.773629834146159e-12	loss	ch01	NTS
SL4.0ch01	15925481	15925553	73	*	-1	CG	32	37	0.8648648648648649	17	51	0.3333333333333333	4	1.3476987096916455e-6	loss	ch01	NTS
SL4.0ch01	15929423	15929703	281	*	-1	CG	65	78	0.8333333333333334	11	52	0.2115384615384615	10	1.7823972731195632e-11	loss	ch01	NTS
SL4.0ch01	15937386	15937648	263	*	-1	CG	29	31	0.935483870967742	4	46	0.08695652173913043	4	1.981551744573094e-12	loss	ch01	NTS
SL4.0ch01	15985518	15985628	111	*	-1	CG	14	15	0.9333333333333332	2	59	0.03389830508474576	4	5.781952476322111e-13	loss	ch01	NTS
SL4.0ch01	16020316	16020396	81	*	-1	CG	32	32	1	10	25	0.4	4	6.789773028802221e-7	loss	ch01	NTS
SL4.0ch01	16035926	16036013	88	*	-1	CG	30	30	1	11	49	0.22448979591836735	4	1.5845323694200438e-10	loss	ch01	NTS
SL4.0ch01	16038381	16038460	80	*	-1	CG	55	60	0.9166666666666666	1	54	0.01851851851851851	6	4.934407157465982e-20	loss	ch01	NTS
SL4.0ch01	16078072	16078169	98	*	-1	CG	35	41	0.8536585365853658	6	46	0.13043478260869565	4	1.1802901607884407e-10	loss	ch01	NTS
SL4.0ch01	16084824	16084897	74	*	-1	CG	47	53	0.8867924528301887	8	44	0.18181818181818185	4	2.820210202213124e-11	loss	ch01	NTS
SL4.0ch01	16259260	16259518	259	*	-1	CG	87	88	0.9886363636363636	27	60	0.45	6	3.004437325689515e-13	loss	ch01	NTS
SL4.0ch01	16448928	16448984	57	*	-1	CG	37	44	0.8409090909090909	0	37	0	4	5.293619802729706e-13	loss	ch01	NTS
SL4.0ch01	16591610	16591795	186	*	-1	CG	55	63	0.873015873015873	7	110	0.06363636363636363	6	1.2264339191601195e-24	loss	ch01	NTS
SL4.0ch01	16801049	16801151	103	*	1	CG	2	32	0.0625	38	41	0.926829268292683	4	2.2189542591923184e-12	gain	ch01	NTS
SL4.0ch01	16823045	16823164	120	*	-1	CG	22	29	0.7586206896551724	1	68	0.01470588235294117	4	5.3543403309758545e-14	loss	ch01	NTS
SL4.0ch01	16975935	16976229	295	*	-1	CG	42	48	0.875	13	60	0.21666666666666667	5	8.504945227141776e-11	loss	ch01	NTS
SL4.0ch01	17013799	17014040	242	*	-1	CG	38	45	0.8444444444444444	24	76	0.3157894736842105	6	5.588900417077512e-8	loss	ch01	NTS
SL4.0ch01	17064008	17064065	58	*	-1	CG	22	24	0.9166666666666666	1	35	0.02857142857142857	4	5.4823016505396395e-11	loss	ch01	NTS
SL4.0ch01	17355165	17355269	105	*	-1	CG	69	75	0.92	4	32	0.125	4	1.2047157794017704e-14	loss	ch01	NTS
SL4.0ch01	17714494	17714740	247	*	-1	CG	42	52	0.8076923076923077	18	72	0.25	6	3.95503284801632e-9	loss	ch01	NTS
SL4.0ch01	17733714	17733774	61	*	-1	CG	52	56	0.9285714285714286	11	40	0.275	6	2.1393711672084737e-10	loss	ch01	NTS
SL4.0ch01	17851402	17851627	226	*	-1	CG	59	67	0.8805970149253731	23	70	0.32857142857142857	6	3.0064682797641635e-10	loss	ch01	NTS
SL4.0ch01	17908822	17908946	125	*	-1	CG	32	41	0.7804878048780488	6	47	0.1276595744680851	4	3.272201211630573e-9	loss	ch01	NTS
SL4.0ch01	18254316	18254445	130	*	-1	CG	52	59	0.8813559322033898	6	57	0.10526315789473684	4	1.4928009927697549e-15	loss	ch01	NTS
SL4.0ch01	18262981	18263113	133	*	-1	CG	48	80	0.6	0	82	0	6	1.4468491835717778e-15	loss	ch01	NTS
SL4.0ch01	18397627	18397774	148	*	-1	CG	35	59	0.5932203389830508	0	88	0	6	2.7848578556808426e-15	loss	ch01	NTS
SL4.0ch01	18528238	18528603	366	*	-1	CG	278	299	0.9297658862876256	40	216	0.18518518518518515	22	9.376301027093772e-63	loss	ch01	NTS
SL4.0ch01	18546812	18547870	1059	*	-1	CG	424	569	0.7451669595782073	9	482	0.01867219917012448	50	1.20578621892846e-121	loss	ch01	NTS
SL4.0ch01	18624573	18624792	220	*	1	CG	0	41	0	43	55	0.7818181818181819	4	3.666048915485629e-13	gain	ch01	NTS
SL4.0ch01	18682509	18682679	171	*	-1	CG	29	32	0.90625	3	45	0.06666666666666667	4	2.1437962059836816e-12	loss	ch01	NTS
SL4.0ch01	18706983	18707287	305	*	-1	CG	78	113	0.6902654867256637	5	104	0.04807692307692308	10	1.3319147749976003e-20	loss	ch01	NTS
SL4.0ch01	18707593	18707680	88	*	-1	CG	36	46	0.782608695652174	1	37	0.02702702702702703	4	5.045148934791232e-11	loss	ch01	NTS
SL4.0ch01	18800323	18800459	137	*	1	CG	0	61	0	64	68	0.9411764705882352	6	1.340359433511133e-24	gain	ch01	NTS
SL4.0ch01	18871293	18871379	87	*	1	CG	0	59	0	45	49	0.9183673469387756	4	2.882111221363795e-20	gain	ch01	NTS
SL4.0ch01	18895572	18895650	79	*	-1	CG	32	40	0.8	0	22	0	4	6.840117960659281e-9	loss	ch01	NTS
SL4.0ch01	19161320	19161382	63	*	-1	CG	24	26	0.9230769230769232	14	41	0.34146341463414637	4	4.505843437835502e-6	loss	ch01	NTS
SL4.0ch01	19358540	19358678	139	*	-1	CG	73	77	0.948051948051948	38	105	0.3619047619047619	10	2.1626474288970622e-14	loss	ch01	NTS
SL4.0ch01	19447055	19447253	199	*	-1	CG	55	56	0.9821428571428572	46	98	0.4693877551020408	8	7.032749498387281e-10	loss	ch01	NTS
SL4.0ch01	19454311	19454395	85	*	1	CG	5	35	0.14285714285714285	49	64	0.765625	4	1.0519511894021536e-8	gain	ch01	NTS
SL4.0ch01	19470688	19470761	74	*	-1	CG	32	36	0.8888888888888888	9	47	0.1914893617021277	4	1.5969199838735787e-9	loss	ch01	NTS
SL4.0ch01	19471046	19471125	80	*	-1	CG	36	38	0.9473684210526316	0	46	0	4	7.490086306709453e-17	loss	ch01	NTS
SL4.0ch01	19532336	19532499	164	*	-1	CG	31	36	0.8611111111111112	8	61	0.13114754098360656	4	1.4259582630081652e-11	loss	ch01	NTS
SL4.0ch01	19535442	19535712	271	*	-1	CG	69	84	0.8214285714285714	4	105	0.0380952380952381	8	5.254602332772704e-26	loss	ch01	NTS
SL4.0ch01	19552593	19552672	80	*	-1	CG	40	40	1	20	61	0.32786885245901637	4	1.324830048594863e-10	loss	ch01	NTS
SL4.0ch01	19556350	19556467	118	*	1	CG	3	49	0.06122448979591836	47	61	0.7704918032786885	6	1.4452347598736153e-12	gain	ch01	NTS
SL4.0ch01	19608019	19608116	98	*	-1	CG	38	52	0.7307692307692307	1	48	0.02083333333333333	4	4.0827132731160585e-12	loss	ch01	NTS
SL4.0ch01	19633072	19633387	316	*	-1	CG	19	22	0.8636363636363636	10	56	0.17857142857142858	4	5.298470137990518e-8	loss	ch01	NTS
